"Invoice Totals Report
1001 : SewLab USA",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
12/27/2017,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
  Date/Time,,Store_ID,,,,Inv #  ,,Cust #,,Cashier ID,PM,Total Cost,Total Price,,Tax1,Tax2,Tax3,Tax4,Tax5,Tax6,,GTotal,Gross,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2017,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2017  8:43: PM,,1001,,,,257,101,,,100101,CC,0.00,20.00,,1.20,0.00,0.00,0.00,0.00,0.00,,21.20,20.00,
12/1/2017  8:46: PM,,1001,,,,258,101,,,100101,CC,0.00,7.00,,0.42,0.00,0.00,0.00,0.00,0.00,,7.42,7.00,
12/1/2017  9:00: PM,,1001,,,,259,101,,,100101,CC,0.00,22.00,,1.32,0.00,0.00,0.00,0.00,0.00,,23.32,22.00,
,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2017,,,,,,,,,,,,0.00,2615.90,,156.96,0.00,0.00,0.00,0.00,0.00,,2772.86,2615.90,
,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2017,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2017  11:22: AM,,1001,,,,260,101,,,100101,CA,0.00,20.00,,1.20,0.00,0.00,0.00,0.00,0.00,,21.20,20.00,
12/2/2017  11:27: AM,,1001,,,,261,101,,,100101,CA,0.00,6.00,,0.36,0.00,0.00,0.00,0.00,0.00,,6.36,6.00,
12/2/2017  11:32: AM,,1001,,,,262,101,,,100101,CC,0.00,30.00,,1.80,0.00,0.00,0.00,0.00,0.00,,31.80,30.00,
12/2/2017  11:35: AM,,1001,,,,263,101,,,100101,CC,0.00,30.99,,1.86,0.00,0.00,0.00,0.00,0.00,,32.85,30.99,
12/2/2017  11:48: AM,,1001,,,,264,101,,,100101,CA,0.00,58.00,,3.48,0.00,0.00,0.00,0.00,0.00,,61.48,58.00,
12/2/2017  11:50: AM,,1001,,,,265,101,,,100101,CC,0.00,30.00,,1.80,0.00,0.00,0.00,0.00,0.00,,31.80,30.00,
12/2/2017  11:51: AM,,1001,,,,266,101,,,100101,CC,0.00,15.00,,0.90,0.00,0.00,0.00,0.00,0.00,,15.90,15.00,
12/2/2017  11:53: AM,,1001,,,,267,101,,,100101,CC,0.00,15.00,,0.90,0.00,0.00,0.00,0.00,0.00,,15.90,15.00,
12/2/2017  11:55: AM,,1001,,,,268,101,,,100101,CC,0.00,48.00,,2.88,0.00,0.00,0.00,0.00,0.00,,50.88,48.00,
12/2/2017  11:59: AM,,1001,,,,269,101,,,100101,CA,0.00,20.00,,1.20,0.00,0.00,0.00,0.00,0.00,,21.20,20.00,
12/2/2017  12:05: PM,,1001,,,,270,101,,,100101,CC,0.00,187.00,,11.22,0.00,0.00,0.00,0.00,0.00,,198.22,187.00,
12/2/2017  12:06: PM,,1001,,,,271,101,,,100101,CC,0.00,150.00,,9.00,0.00,0.00,0.00,0.00,0.00,,159.00,150.00,
12/2/2017  12:10: PM,,1001,,,,272,101,,,100101,CC,0.00,64.00,,3.84,0.00,0.00,0.00,0.00,0.00,,67.84,64.00,
12/2/2017  12:16: PM,,1001,,,,273,101,,,100101,CA,0.00,5.00,,0.30,0.00,0.00,0.00,0.00,0.00,,5.30,5.00,
12/2/2017  12:21: PM,,1001,,,,274,101,,,100101,CC,0.00,35.00,,2.10,0.00,0.00,0.00,0.00,0.00,,37.10,35.00,
12/2/2017  12:24: PM,,1001,,,,275,101,,,100101,CC,0.00,30.00,,1.80,0.00,0.00,0.00,0.00,0.00,,31.80,30.00,
12/2/2017  12:28: PM,,1001,,,,276,101,,,100101,CC,0.00,48.00,,2.88,0.00,0.00,0.00,0.00,0.00,,50.88,48.00,
12/2/2017  12:29: PM,,1001,,,,277,101,,,100101,CA,0.00,60.50,,3.63,0.00,0.00,0.00,0.00,0.00,,64.13,60.50,
12/2/2017  12:31: PM,,1001,,,,278,101,,,100101,CC,0.00,24.00,,1.44,0.00,0.00,0.00,0.00,0.00,,25.44,24.00,
12/2/2017  12:34: PM,,1001,,,,279,101,,,100101,CC,0.00,15.98,,0.96,0.00,0.00,0.00,0.00,0.00,,16.94,15.98,
12/2/2017  12:37: PM,,1001,,,,280,101,,,100101,CC,0.00,16.50,,0.99,0.00,0.00,0.00,0.00,0.00,,17.49,16.50,
12/2/2017  12:41: PM,,1001,,,,281,101,,,100101,CC,0.00,40.00,,2.40,0.00,0.00,0.00,0.00,0.00,,42.40,40.00,
12/2/2017  12:45: PM,,1001,,,,282,101,,,100101,CC,0.00,51.00,,3.06,0.00,0.00,0.00,0.00,0.00,,54.06,51.00,
